Frame,Timestamp,Width_px,Height_px,Depth_cm,Category,Confidence,X1,Y1,X2,Y2,Priority
109,4.36,95,108,23.1,very_deep,0.438,1184,414,1279,522,5
110,4.40,204,211,18.7,deep,0.886,0,509,204,720,4
110,4.40,81,105,23.1,very_deep,0.454,1199,417,1280,522,5
111,4.44,202,204,19.7,deep,0.754,0,516,202,720,4
111,4.44,63,98,23.9,very_deep,0.387,1215,425,1278,523,5
112,4.48,107,59,19.2,deep,0.854,840,404,947,463,4
112,4.48,178,176,20.7,very_deep,0.655,0,544,178,720,5
113,4.52,116,58,20.3,very_deep,0.688,838,411,954,469,5
114,4.56,116,62,20.0,deep,0.745,846,415,962,477,4
115,4.60,121,70,20.6,very_deep,0.673,858,425,979,495,5
115,4.60,136,116,22.4,very_deep,0.475,1,603,137,719,5
116,4.64,92,46,19.4,deep,0.816,802,367,894,413,4
116,4.64,120,69,19.9,deep,0.762,869,431,989,500,4
117,4.68,132,71,20.0,deep,0.732,868,437,1000,508,4
117,4.68,122,86,21.7,very_deep,0.554,1,634,123,720,5
118,4.72,139,77,20.3,very_deep,0.697,878,448,1017,525,5
119,4.76,138,86,20.0,deep,0.749,890,452,1028,538,4
120,4.80,99,50,19.8,deep,0.768,822,390,921,440,4
120,4.80,135,81,20.5,very_deep,0.683,898,462,1033,543,5
121,4.84,147,87,21.3,very_deep,0.559,897,467,1044,554,5
122,4.88,149,96,19.1,deep,0.853,916,481,1065,577,4
122,4.88,424,257,20.1,very_deep,0.451,0,463,424,720,5
123,4.92,152,97,19.8,deep,0.769,922,490,1074,587,4
123,4.92,427,214,20.2,very_deep,0.436,0,483,427,697,5
124,4.96,106,53,19.5,deep,0.796,846,419,952,472,4
124,4.96,164,105,20.3,very_deep,0.690,926,496,1090,601,5
124,4.96,416,220,20.4,very_deep,0.419,0,497,416,717,5
125,5.00,173,111,18.7,deep,0.900,941,513,1114,624,4
126,5.04,114,58,19.8,deep,0.764,860,437,974,495,4
126,5.04,176,121,19.7,deep,0.764,949,522,1125,643,4
127,5.08,180,121,19.0,deep,0.860,959,532,1139,653,4
128,5.12,197,132,18.7,deep,0.877,970,555,1167,687,4
128,5.12,132,69,19.9,deep,0.743,865,452,997,521,4
129,5.16,212,143,18.6,deep,0.883,973,561,1185,704,4
130,5.20,200,136,18.5,deep,0.908,995,576,1195,712,4
131,5.24,220,130,18.5,deep,0.879,998,588,1218,718,4
134,5.36,155,81,19.2,deep,0.814,902,512,1057,593,4
135,5.40,170,86,19.2,deep,0.796,904,532,1074,618,4
136,5.44,156,93,18.8,deep,0.884,934,542,1090,635,4
137,5.48,156,95,18.8,deep,0.885,942,552,1098,647,4
138,5.52,182,102,18.6,deep,0.890,942,574,1124,676,4
139,5.56,187,115,19.0,deep,0.836,948,584,1135,699,4
140,5.60,174,113,18.9,deep,0.872,980,595,1154,708,4
141,5.64,176,104,18.6,deep,0.893,986,612,1162,716,4
145,5.80,61,31,23.2,very_deep,0.349,860,351,921,382,5
147,5.88,298,152,18.3,deep,0.830,0,447,298,599,4
148,5.92,296,151,18.5,deep,0.807,0,463,296,614,4
149,5.96,283,160,18.9,deep,0.774,0,470,283,630,4
150,6.00,280,162,18.5,deep,0.828,0,479,280,641,4
151,6.04,280,174,18.9,deep,0.776,1,483,281,657,4
152,6.08,263,173,18.7,deep,0.821,0,503,263,676,4
153,6.12,254,180,18.8,deep,0.822,0,511,254,691,4
153,6.12,69,36,21.6,very_deep,0.560,913,400,982,436,5
154,6.16,247,186,18.7,deep,0.841,2,518,249,704,4
155,6.20,225,173,19.0,deep,0.821,2,545,227,718,4
155,6.20,70,39,22.8,very_deep,0.414,933,417,1003,456,5
156,6.24,213,163,19.5,deep,0.770,1,557,214,720,4
156,6.24,77,40,20.5,very_deep,0.698,936,422,1013,462,5
157,6.28,198,148,19.3,deep,0.804,0,572,198,720,4
158,6.32,165,120,20.0,very_deep,0.737,1,596,166,716,5
158,6.32,82,41,22.6,very_deep,0.415,955,444,1037,485,5
159,6.36,130,107,20.6,very_deep,0.704,0,611,130,718,5
159,6.36,82,44,22.8,very_deep,0.399,962,451,1044,495,5
160,6.40,101,90,21.9,very_deep,0.566,0,627,101,717,5
160,6.40,87,47,23.3,very_deep,0.334,966,457,1053,504,5
161,6.44,89,45,22.2,very_deep,0.458,976,467,1065,512,5
162,6.48,85,48,23.4,very_deep,0.330,995,484,1080,532,5
163,6.52,90,49,22.5,very_deep,0.434,1004,492,1094,541,5
164,6.56,91,49,22.6,very_deep,0.416,1013,501,1104,550,5
165,6.60,90,53,22.8,very_deep,0.417,1038,522,1128,575,5
168,6.72,263,133,19.4,deep,0.700,1015,261,1278,394,4
170,6.80,261,135,19.9,deep,0.648,1017,265,1278,400,4
170,6.80,312,158,20.7,very_deep,0.485,64,545,376,703,5
171,6.84,259,139,19.9,deep,0.644,1019,268,1278,407,4
171,6.84,313,164,21.9,very_deep,0.321,47,551,360,715,5
172,6.88,253,142,20.0,deep,0.647,1026,272,1279,414,4
173,6.92,247,140,19.8,deep,0.681,1031,274,1278,414,4
173,6.92,189,97,20.2,very_deep,0.662,226,563,415,660,5
174,6.96,213,109,19.7,deep,0.712,209,566,422,675,4
174,6.96,245,141,20.0,deep,0.660,1034,276,1279,417,4
175,7.00,234,134,20.0,very_deep,0.659,1045,283,1279,417,5
176,7.04,227,131,19.8,deep,0.700,1052,286,1279,417,4
177,7.08,222,134,19.7,deep,0.714,1057,288,1279,422,4
178,7.12,213,137,19.5,deep,0.758,1066,289,1279,426,4
179,7.16,318,167,17.7,deep,0.891,74,440,392,607,4
179,7.16,204,136,20.0,deep,0.708,1075,290,1279,426,4
180,7.20,313,173,18.2,deep,0.842,73,445,386,618,4
180,7.20,202,136,20.5,very_deep,0.646,1077,292,1279,428,5
181,7.24,329,182,18.5,deep,0.782,51,450,380,632,4
181,7.24,199,134,20.6,very_deep,0.630,1080,293,1279,427,5
182,7.28,191,125,20.7,very_deep,0.615,1088,302,1279,427,5
182,7.28,324,207,20.1,very_deep,0.568,34,461,358,668,5
182,7.28,63,44,22.7,very_deep,0.464,0,206,63,250,5
183,7.32,359,203,18.8,deep,0.713,17,476,376,679,4
183,7.32,183,125,20.9,very_deep,0.605,1096,301,1279,426,5
183,7.32,61,45,22.4,very_deep,0.510,0,207,61,252,5
184,7.36,335,221,19.0,deep,0.717,2,476,337,697,4
184,7.36,180,121,21.5,very_deep,0.530,1099,304,1279,425,5
184,7.36,56,35,22.7,very_deep,0.459,0,212,56,247,5
185,7.40,361,221,19.3,deep,0.646,0,499,361,720,4
185,7.40,171,112,21.6,very_deep,0.523,1108,312,1279,424,5
185,7.40,48,33,22.8,very_deep,0.459,0,215,48,248,5
186,7.44,321,216,19.9,deep,0.600,0,504,321,720,4
186,7.44,169,105,21.7,very_deep,0.507,1110,317,1279,422,5
186,7.44,49,34,23.3,very_deep,0.405,0,215,49,249,5
187,7.48,163,100,20.8,very_deep,0.625,1116,318,1279,418,5
187,7.48,311,205,20.2,very_deep,0.576,0,515,311,720,5
187,7.48,37,32,24.0,very_deep,0.346,0,218,37,250,5
188,7.52,149,80,20.3,very_deep,0.675,1130,321,1279,401,5
188,7.52,118,59,21.6,very_deep,0.524,655,430,773,489,5
188,7.52,261,178,21.1,very_deep,0.504,0,542,261,720,5
188,7.52,33,29,22.9,very_deep,0.491,0,221,33,250,5
189,7.56,136,79,20.5,very_deep,0.672,1143,322,1279,401,5
189,7.56,123,67,20.8,very_deep,0.635,659,433,782,500,5
189,7.56,229,170,21.3,very_deep,0.517,3,550,232,720,5
189,7.56,30,31,23.5,very_deep,0.435,0,220,30,251,5
190,7.60,128,78,20.2,very_deep,0.722,1151,324,1279,402,5
190,7.60,26,32,23.1,very_deep,0.497,0,221,26,253,5
190,7.60,225,156,22.0,very_deep,0.427,2,564,227,720,5
191,7.64,217,142,20.0,very_deep,0.689,3,578,220,720,5
191,7.64,124,78,20.6,very_deep,0.674,1155,326,1279,404,5
191,7.64,113,71,21.0,very_deep,0.638,666,450,779,521,5
192,7.68,136,73,20.1,very_deep,0.712,668,469,804,542,5
192,7.68,115,61,21.3,very_deep,0.574,1164,336,1279,397,5
193,7.72,138,74,19.7,deep,0.771,672,479,810,553,4
193,7.72,98,73,21.9,very_deep,0.553,1182,336,1280,409,5
193,7.72,176,93,23.0,very_deep,0.308,1,626,177,719,5
194,7.76,131,82,19.4,deep,0.826,676,482,807,564,4
194,7.76,95,57,22.7,very_deep,0.429,1184,341,1279,398,5
195,7.80,146,81,19.4,deep,0.801,683,507,829,588,4
195,7.80,81,51,22.9,very_deep,0.420,1199,346,1280,397,5
196,7.84,153,94,18.8,deep,0.884,685,512,838,606,4
196,7.84,70,46,22.2,very_deep,0.513,1210,348,1280,394,5
197,7.88,152,95,19.3,deep,0.830,686,523,838,618,4
197,7.88,65,50,22.7,very_deep,0.481,1215,349,1280,399,5
198,7.92,151,100,18.6,deep,0.921,697,546,848,646,4
199,7.96,158,123,18.9,deep,0.900,699,552,857,675,4
200,8.00,164,100,18.6,deep,0.914,705,576,869,676,4
201,8.04,161,114,18.5,deep,0.931,709,578,870,692,4
202,8.08,169,106,19.1,deep,0.840,716,607,885,713,4
240,9.60,71,36,23.2,very_deep,0.338,1207,353,1278,389,5
259,10.36,133,67,19.9,deep,0.733,1147,516,1280,583,4
260,10.40,116,62,22.5,very_deep,0.414,1163,529,1279,591,5
261,10.44,107,71,22.3,very_deep,0.479,1172,532,1279,603,5
262,10.48,71,58,22.4,very_deep,0.521,1209,560,1280,618,5
269,10.76,159,83,21.6,very_deep,0.502,1120,333,1279,416,5
270,10.80,151,84,21.6,very_deep,0.519,1128,334,1279,418,5
271,10.84,148,78,20.2,very_deep,0.687,1130,340,1278,418,5
272,10.88,125,78,21.2,very_deep,0.603,1154,347,1279,425,5
273,10.92,120,77,21.8,very_deep,0.528,1159,348,1279,425,5
274,10.96,115,77,21.6,very_deep,0.571,1163,350,1278,427,5
275,11.00,267,139,18.1,deep,0.889,0,470,267,609,4
275,11.00,103,82,23.4,very_deep,0.362,1176,355,1279,437,5
276,11.04,255,145,17.8,deep,0.939,0,477,255,622,4
276,11.04,84,79,22.1,very_deep,0.556,1196,364,1280,443,5
277,11.08,249,154,17.9,deep,0.934,0,483,249,637,4
277,11.08,72,80,24.3,very_deep,0.301,1207,368,1279,448,5
278,11.12,234,162,18.2,deep,0.919,3,509,237,671,4
279,11.16,227,174,18.3,deep,0.912,5,513,232,687,4
280,11.20,219,172,18.4,deep,0.914,2,527,221,699,4
281,11.24,210,169,18.6,deep,0.893,1,541,211,710,4
282,11.28,194,157,18.6,deep,0.906,1,563,195,720,4
283,11.32,186,146,18.5,deep,0.931,0,574,186,720,4
284,11.36,170,129,18.9,deep,0.885,0,591,170,720,4
285,11.40,134,96,19.6,deep,0.810,2,624,136,720,4
286,11.44,134,78,20.1,very_deep,0.728,0,642,134,720,5
287,11.48,99,61,20.5,very_deep,0.703,0,659,99,720,5
341,13.64,240,125,18.7,deep,0.824,201,546,441,671,4
343,13.72,148,75,20.1,very_deep,0.702,1014,579,1162,654,5
344,13.76,142,74,21.0,very_deep,0.588,1040,598,1182,672,5
345,13.80,151,77,20.0,very_deep,0.704,1080,640,1231,717,5
348,13.92,50,40,23.7,very_deep,0.366,0,194,50,234,5
349,13.96,49,40,24.1,very_deep,0.325,0,194,49,234,5
352,14.08,33,28,23.8,very_deep,0.374,0,202,33,230,5
353,14.12,32,27,23.8,very_deep,0.381,0,204,32,231,5
358,14.32,275,153,21.0,very_deep,0.492,1002,297,1277,450,5
359,14.36,265,157,22.2,very_deep,0.349,1015,298,1280,455,5
360,14.40,259,160,20.4,very_deep,0.595,1020,300,1279,460,5
361,14.44,256,162,20.0,very_deep,0.651,1024,302,1280,464,5
362,14.48,246,165,20.0,deep,0.670,1034,305,1280,470,4
363,14.52,241,163,19.7,deep,0.707,1039,313,1280,476,4
364,14.56,222,166,20.2,very_deep,0.669,1058,320,1280,486,5
365,14.60,209,163,19.7,deep,0.746,1071,326,1280,489,4
365,14.60,202,104,21.2,very_deep,0.521,923,484,1125,588,5
366,14.64,205,165,19.9,deep,0.728,1075,329,1280,494,4
366,14.64,184,98,21.9,very_deep,0.444,941,508,1125,606,5
367,14.68,198,168,19.9,deep,0.731,1082,331,1280,499,4
367,14.68,146,104,22.1,very_deep,0.480,962,519,1108,623,5
368,14.72,163,121,20.1,very_deep,0.729,988,547,1151,668,5
368,14.72,179,168,20.8,very_deep,0.641,1101,336,1280,504,5
369,14.76,168,158,21.0,very_deep,0.623,1111,347,1279,505,5
369,14.76,171,123,21.4,very_deep,0.556,1003,558,1174,681,5
370,14.80,158,164,20.8,very_deep,0.668,1122,350,1280,514,5
370,14.80,163,119,21.8,very_deep,0.513,1026,584,1189,703,5
371,14.84,154,162,20.5,very_deep,0.704,1126,353,1280,515,5
372,14.88,133,152,20.2,very_deep,0.766,1147,358,1280,510,5
373,14.92,121,144,20.6,very_deep,0.733,1159,362,1280,506,5
374,14.96,119,142,20.4,very_deep,0.753,1161,367,1280,509,5
375,15.00,94,135,22.5,very_deep,0.524,1185,379,1279,514,5
376,15.04,86,132,23.8,very_deep,0.373,1194,383,1280,515,5
455,18.20,223,118,20.3,very_deep,0.622,4,372,227,490,5
456,18.24,226,125,18.3,deep,0.898,3,378,229,503,4
457,18.28,201,129,18.7,deep,0.867,0,382,201,511,4
458,18.32,196,139,18.7,deep,0.882,5,394,201,533,4
459,18.36,197,144,18.6,deep,0.903,4,400,201,544,4
460,18.40,188,152,19.7,deep,0.771,0,404,188,556,4
461,18.44,188,158,19.0,deep,0.861,1,412,189,570,4
461,18.44,102,51,20.2,very_deep,0.705,0,196,102,247,5
462,18.48,169,180,18.7,deep,0.928,0,421,169,601,4
463,18.52,164,180,18.6,deep,0.940,0,431,164,611,4
464,18.56,152,190,18.9,deep,0.915,0,436,152,626,4
465,18.60,132,193,20.1,very_deep,0.779,0,458,132,651,5
465,18.60,83,46,20.7,very_deep,0.671,0,203,83,249,5
466,18.64,80,43,20.7,very_deep,0.667,0,204,80,247,5
466,18.64,117,180,21.6,very_deep,0.606,0,488,117,668,5
467,18.68,80,44,20.7,very_deep,0.670,0,205,80,249,5
467,18.68,108,152,22.4,very_deep,0.515,0,523,108,675,5
468,18.72,73,49,21.2,very_deep,0.642,0,205,73,254,5
468,18.72,79,156,23.0,very_deep,0.475,0,549,79,705,5
469,18.76,67,48,21.3,very_deep,0.639,0,205,67,253,5
470,18.80,65,49,21.6,very_deep,0.619,0,205,65,254,5
470,18.80,327,175,20.8,very_deep,0.462,951,291,1278,466,5
471,18.84,54,49,21.9,very_deep,0.610,0,205,54,254,5
471,18.84,326,179,21.6,very_deep,0.359,952,292,1278,471,5
472,18.88,50,50,21.8,very_deep,0.627,0,205,50,255,5
472,18.88,308,157,21.4,very_deep,0.402,971,319,1279,476,5
473,18.92,50,50,21.9,very_deep,0.615,0,205,50,255,5
473,18.92,299,163,21.1,very_deep,0.446,980,319,1279,482,5
474,18.96,46,50,22.4,very_deep,0.568,0,205,46,255,5
474,18.96,292,156,20.3,very_deep,0.560,987,325,1279,481,5
475,19.00,304,158,19.4,deep,0.678,975,328,1279,486,4
475,19.00,38,47,22.1,very_deep,0.611,0,209,38,256,5
476,19.04,297,161,19.2,deep,0.711,982,328,1279,489,4
476,19.04,37,45,22.5,very_deep,0.567,0,212,37,257,5
477,19.08,279,163,20.1,very_deep,0.616,1000,328,1279,491,5
477,19.08,33,43,22.8,very_deep,0.534,0,212,33,255,5
478,19.12,24,39,24.2,very_deep,0.393,0,216,24,255,5
478,19.12,251,171,22.5,very_deep,0.324,1027,324,1278,495,5
482,19.28,228,168,21.7,very_deep,0.464,1051,356,1279,524,5
486,19.44,175,167,23.4,very_deep,0.308,1105,386,1280,553,5
498,19.92,231,132,22.5,very_deep,0.329,31,557,262,689,5
499,19.96,249,139,21.1,very_deep,0.501,7,574,256,713,5
500,20.00,242,134,20.2,very_deep,0.627,0,586,242,720,5
581,23.24,215,120,22.2,very_deep,0.380,1064,259,1279,379,5
619,24.76,118,59,23.1,very_deep,0.321,917,432,1035,491,5
620,24.80,128,68,22.5,very_deep,0.400,929,435,1057,503,5
623,24.92,148,77,22.0,very_deep,0.448,974,480,1122,557,5
624,24.96,148,88,20.4,very_deep,0.687,985,484,1133,572,5
625,25.00,185,181,23.3,very_deep,0.310,0,523,185,704,5
627,25.08,188,115,20.6,very_deep,0.634,1035,526,1223,641,5
628,25.12,186,126,22.5,very_deep,0.388,1068,554,1254,680,5
645,25.80,96,51,22.4,very_deep,0.435,595,254,691,305,5
646,25.84,94,48,22.8,very_deep,0.384,597,258,691,306,5
647,25.88,97,54,23.3,very_deep,0.330,597,254,694,308,5
654,26.16,160,80,21.2,very_deep,0.543,1119,373,1279,453,5
655,26.20,127,88,20.7,very_deep,0.671,1152,386,1279,474,5
656,26.24,123,94,21.0,very_deep,0.647,1156,390,1279,484,5
675,27.00,232,119,18.4,deep,0.872,663,529,895,648,4
675,27.00,125,63,20.1,very_deep,0.707,652,419,777,482,5
676,27.04,223,125,18.3,deep,0.901,674,542,897,667,4
677,27.08,230,125,18.0,deep,0.928,674,559,904,684,4
678,27.12,190,115,18.7,deep,0.876,681,598,871,713,4
678,27.12,135,68,21.3,very_deep,0.545,678,461,813,529,5
680,27.20,144,76,19.3,deep,0.807,679,482,823,558,4
681,27.24,148,80,19.7,deep,0.761,685,499,833,579,4
681,27.24,91,49,22.1,very_deep,0.487,705,670,796,719,5
682,27.28,145,89,20.5,very_deep,0.681,697,529,842,618,5
683,27.32,144,92,18.9,deep,0.887,707,544,851,636,4
684,27.36,158,95,19.6,deep,0.786,709,564,867,659,4
685,27.40,167,95,19.3,deep,0.802,723,604,890,699,4
689,27.56,59,48,23.3,very_deep,0.416,1220,410,1279,458,5
